"";"ds";"trend";"additive_terms";"additive_terms_lower";"additive_terms_upper";"yearly";"yearly_lower";"yearly_upper";"multiplicative_terms";"multiplicative_terms_lower";"multiplicative_terms_upper";"yhat_lower";"yhat_upper";"trend_lower";"trend_upper";"yhat"
"242";2000-02-01;25055,3016765018;-4974,77277301117;-4974,77277301117;-4974,77277301117;-4974,77277301117;-4974,77277301117;-4974,77277301117;0;0;0;17250,0445321969;22946,5060060437;24345,8334169522;25811,3549280187;20080,5289034906
"243";2000-03-01;25042,8560616606;-1603,12238012382;-1603,12238012382;-1603,12238012382;-1603,12238012382;-1603,12238012382;-1603,12238012382;0;0;0;20880,5972681113;26072,4560088803;24316,4833799421;25814,5983827631;23439,7336815368
"244";2000-04-01;25029,5521285546;-1642,17451655936;-1642,17451655936;-1642,17451655936;-1642,17451655936;-1642,17451655936;-1642,17451655936;0;0;0;20346,613204392;26030,3297613524;24285,6174681229;25818,2313320784;23387,3776119952
"245";2000-05-01;25016,6773545809;-1994,06530994501;-1994,06530994501;-1994,06530994501;-1994,06530994501;-1994,06530994501;-1994,06530994501;0;0;0;20150,0181717846;25781,6253423508;24254,5902897372;25829,9637466435;23022,6120446359
"246";2000-06-01;25003,3734214749;-2478,77671377403;-2478,77671377403;-2478,77671377403;-2478,77671377403;-2478,77671377403;-2478,77671377403;0;0;0;20038,3989004476;25323,2202602408;24215,7370051354;25833,061416712;22524,5967077008
"247";2000-07-01;24990,4986475012;2683,67833985175;2683,67833985175;2683,67833985175;2683,67833985175;2683,67833985175;2683,67833985175;0;0;0;25008,843758334;30377,4241485609;24182,0974354087;25837,6779647529;27674,176987353
"248";2000-08-01;24977,1947143952;2746,41064484062;2746,41064484062;2746,41064484062;2746,41064484062;2746,41064484062;2746,41064484062;0;0;0;25095,1523609528;30531,5256284087;24148,9030992749;25841,3982217118;27723,6053592358
"249";2000-09-01;24963,8907812891;-2240,20550432333;-2240,20550432333;-2240,20550432333;-2240,20550432333;-2240,20550432333;-2240,20550432333;0;0;0;20023,723177024;25462,7588653827;24118,5296080007;25835,3510292596;22723,6852769657
"250";2000-10-01;24951,0160073155;514,833988666187;514,833988666187;514,833988666187;514,833988666187;514,833988666187;514,833988666187;0;0;0;22605,4699323034;28114,16615057;24099,8505664761;25840,4642231356;25465,8499959817
"251";2000-11-01;24937,7120742094;5317,03694877124;5317,03694877124;5317,03694877124;5317,03694877124;5317,03694877124;5317,03694877124;0;0;0;27554,7778240618;33188,1608052415;24064,9712384121;25846,3862621403;30254,7490229806
"252";2000-12-01;24924,8373002358;9431,55752307459;9431,55752307459;9431,55752307459;9431,55752307459;9431,55752307459;9431,55752307459;0;0;0;31754,0163568907;37219,1334656262;24034,2442163193;25865,3182586838;34356,3948233103
"253";2001-01-01;24911,5333671297;-8676,03738724669;-8676,03738724669;-8676,03738724669;-8676,03738724669;-8676,03738724669;-8676,03738724669;0;0;0;13329,4341943124;19086,0185754069;24003,5267573721;25875,114108062;16235,495979883
"254";2001-02-01;24898,2294340236;-5608,34632204938;-5608,34632204938;-5608,34632204938;-5608,34632204938;-5608,34632204938;-5608,34632204938;0;0;0;16521,3811545881;22087,2317023454;23965,8958079163;25889,704163997;19289,8831119742
"255";2001-03-01;24886,2129783149;-2058,91353472876;-2058,91353472876;-2058,91353472876;-2058,91353472876;-2058,91353472876;-2058,91353472876;0;0;0;20062,4129597461;25727,3429641014;23939,0316980191;25906,0675980558;22827,2994435861
"256";2001-04-01;24872,9090452088;-1506,16289701751;-1506,16289701751;-1506,16289701751;-1506,16289701751;-1506,16289701751;-1506,16289701751;0;0;0;20644,1840730033;26201,2902157986;23918,6272076479;25916,9370309298;23366,7461481913
"257";2001-05-01;24860,0342712352;-2101,49519072097;-2101,49519072097;-2101,49519072097;-2101,49519072097;-2101,49519072097;-2101,49519072097;0;0;0;19621,4876288051;25657,322738719;23895,0085084727;25919,9690840658;22758,5390805142
"258";2001-06-01;24846,7303381291;-2265,94574748935;-2265,94574748935;-2265,94574748935;-2265,94574748935;-2265,94574748935;-2265,94574748935;0;0;0;19711,8870546856;25539,1957973682;23867,7349476348;25927,5416157994;22580,7845906398
"259";2001-07-01;24833,8555641555;2715,30114122053;2715,30114122053;2715,30114122053;2715,30114122053;2715,30114122053;2715,30114122053;0;0;0;24761,2947150673;30425,5889903204;23834,5760866454;25938,5949305549;27549,156705376
"260";2001-08-01;24820,5516310494;2422,11891450262;2422,11891450262;2422,11891450262;2422,11891450262;2422,11891450262;2422,11891450262;0;0;0;24460,4822584507;30188,6097375435;23792,3263063544;25945,8508668758;27242,670545552
"261";2001-09-01;24807,2476979433;-1775,66149311915;-1775,66149311915;-1775,66149311915;-1775,66149311915;-1775,66149311915;-1775,66149311915;0;0;0;20242,2325806279;26013,0834657659;23756,1803213464;25956,4743112994;23031,5862048242
"262";2001-10-01;24794,3729239697;179,722357312725;179,722357312725;179,722357312725;179,722357312725;179,722357312725;179,722357312725;0;0;0;22011,384167718;28048,4213237692;23733,0303804914;25969,9886307474;24974,0952812824
"263";2001-11-01;24781,0689908636;5090,23338875268;5090,23338875268;5090,23338875268;5090,23338875268;5090,23338875268;5090,23338875268;0;0;0;27090,980628822;32790,9263484177;23705,0770909583;25963,7750084896;29871,3023796163
"264";2001-12-01;24768,19421689;9682,27921885998;9682,27921885998;9682,27921885998;9682,27921885998;9682,27921885998;9682,27921885998;0;0;0;31664,6564186327;37520,7904877345;23671,7850950371;25974,3088406892;34450,47343575
"265";2002-01-01;24754,8902837839;-8534,33935235325;-8534,33935235325;-8534,33935235325;-8534,33935235325;-8534,33935235325;-8534,33935235325;0;0;0;13278,4032258126;19228,1054469148;23651,5878819076;25972,1216530676;16220,5509314307
"266";2002-02-01;24741,5863506779;-5390,03985959882;-5390,03985959882;-5390,03985959882;-5390,03985959882;-5390,03985959882;-5390,03985959882;0;0;0;16537,6479453967;22314,5341485125;23625,6183031725;25982,3315434771;19351,546491079
"267";2002-03-01;24729,5698949692;-2516,09554993346;-2516,09554993346;-2516,09554993346;-2516,09554993346;-2516,09554993346;-2516,09554993346;0;0;0;19166,1621870408;25050,4552707286;23598,2119977706;26001,2972677103;22213,4743450357
"268";2002-04-01;24716,2659618631;-1365,36308454025;-1365,36308454025;-1365,36308454025;-1365,36308454025;-1365,36308454025;-1365,36308454025;0;0;0;20615,3134641198;26351,8475176873;23552,8915654787;26012,3414268029;23350,9028773228
"269";2002-05-01;24703,3911878895;-2205,60001402933;-2205,60001402933;-2205,60001402933;-2205,60001402933;-2205,60001402933;-2205,60001402933;0;0;0;19711,3713341528;25399,5610316937;23521,815856412;26019,7445275916;22497,7911738601
"270";2002-06-01;24690,0872547834;-2050,69346864238;-2050,69346864238;-2050,69346864238;-2050,69346864238;-2050,69346864238;-2050,69346864238;0;0;0;19789,3968259661;25760,8963987542;23489,3749351758;26034,8233927132;22639,393786141
"271";2002-07-01;24677,2124808098;2739,92423088307;2739,92423088307;2739,92423088307;2739,92423088307;2739,92423088307;2739,92423088307;0;0;0;24563,9282418416;30289,2538020161;23465,3513617795;26041,0832654109;27417,1367116928
"272";2002-08-01;24663,9085477037;2100,19673553734;2100,19673553734;2100,19673553734;2100,19673553734;2100,19673553734;2100,19673553734;0;0;0;23990,2001486062;29582,0397109968;23431,7370879039;26049,8399810325;26764,105283241
"273";2002-09-01;24650,6046145976;-1310,72563678406;-1310,72563678406;-1310,72563678406;-1310,72563678406;-1310,72563678406;-1310,72563678406;0;0;0;20577,7155294732;26137,0583430512;23402,5044699749;26060,3157391298;23339,8789778135
"274";2002-10-01;24637,729840624;-161,26473136796;-161,26473136796;-161,26473136796;-161,26473136796;-161,26473136796;-161,26473136796;0;0;0;21621,661676143;27409,7941408431;23364,8544270441;26070,4663991889;24476,465109256
"275";2002-11-01;24624,4259075179;4869,86151246426;4869,86151246426;4869,86151246426;4869,86151246426;4869,86151246426;4869,86151246426;0;0;0;26497,7490751166;32250,4014518589;23331,2323184019;26073,4656412903;29494,2874199822
"276";2002-12-01;24611,5511335443;9934,73642419195;9934,73642419195;9934,73642419195;9934,73642419195;9934,73642419195;9934,73642419195;0;0;0;31677,6048736142;37483,342887894;23298,3220647766;26078,8652496367;34546,2875577362
"277";2003-01-01;24598,2472004382;-8389,43091284469;-8389,43091284469;-8389,43091284469;-8389,43091284469;-8389,43091284469;-8389,43091284469;0;0;0;13341,9994373939;19332,418547386;23263,5739985246;26079,667638799;16208,8162875935
"278";2003-02-01;24584,9432673321;-5178,76810308888;-5178,76810308888;-5178,76810308888;-5178,76810308888;-5178,76810308888;-5178,76810308888;0;0;0;16254,660121102;22422,2107903398;23227,7579985381;26095,5975412848;19406,1751642432
"279";2003-03-01;24572,9268116234;-2974,2152418914;-2974,2152418914;-2974,2152418914;-2974,2152418914;-2974,2152418914;-2974,2152418914;0;0;0;18522,4111190089;24626,2808743448;23196,9388962937;26108,9053836425;21598,711569732
"280";2003-04-01;24559,6228785173;-1219,77745128094;-1219,77745128094;-1219,77745128094;-1219,77745128094;-1219,77745128094;-1219,77745128094;0;0;0;20359,7801664798;26402,6707414746;23162,2894624746;26111,5365557931;23339,8454272364
"281";2003-05-01;24546,7481045437;-2306,3525543644;-2306,3525543644;-2306,3525543644;-2306,3525543644;-2306,3525543644;-2306,3525543644;0;0;0;19095,1942849622;25395,2725305224;23128,5793636233;26113,3810440612;22240,3955501793
"282";2003-06-01;24533,4441714376;-1833,29145107972;-1833,29145107972;-1833,29145107972;-1833,29145107972;-1833,29145107972;-1833,29145107972;0;0;0;19646,6583699006;25972,0805179907;23090,2719189018;26129,4045988644;22700,1527203579
"283";2003-07-01;24520,569397464;2757,50853604815;2757,50853604815;2757,50853604815;2757,50853604815;2757,50853604815;2757,50853604815;0;0;0;24258,1710524317;30430,9709332942;23059,1723195106;26145,4584914847;27278,0779335122
"284";2003-08-01;24507,2654643579;1780,90515470014;1780,90515470014;1780,90515470014;1780,90515470014;1780,90515470014;1780,90515470014;0;0;0;23461,2588320633;29393,2632590698;23009,0547177038;26154,8719705868;26288,1706190581
"285";2003-09-01;24493,9615312519;-845,74279723049;-845,74279723049;-845,74279723049;-845,74279723049;-845,74279723049;-845,74279723049;0;0;0;20684,2161669284;26837,3721149958;22974,9545974291;26162,921948503;23648,2187340214
"286";2003-10-01;24481,0867572782;-507,820251763037;-507,820251763037;-507,820251763037;-507,820251763037;-507,820251763037;-507,820251763037;0;0;0;20933,9294545661;27183,0173470424;22946,719036399;26166,819795292;23973,2665055152
"287";2003-11-01;24467,7828241722;4656,14695228189;4656,14695228189;4656,14695228189;4656,14695228189;4656,14695228189;4656,14695228189;0;0;0;25999,1942867192;32397,1132438575;22908,7356189299;26175,682368976;29123,9297764541
"288";2003-12-01;24454,9080501985;10188,7234584815;10188,7234584815;10188,7234584815;10188,7234584815;10188,7234584815;10188,7234584815;0;0;0;31602,1864630357;37724,4507295632;22881,7490259272;26185,327416741;34643,63150868
"289";2004-01-01;24441,6041170925;-8241,51737536797;-8241,51737536797;-8241,51737536797;-8241,51737536797;-8241,51737536797;-8241,51737536797;0;0;0;13176,8844651211;19534,0413529852;22853,4740411397;26201,1217463952;16200,0867417245
"290";2004-02-01;24428,3001839864;-4974,77277301207;-4974,77277301207;-4974,77277301207;-4974,77277301207;-4974,77277301207;-4974,77277301207;0;0;0;16245,724640122;22761,0277781379;22814,9833984975;26205,1877894846;19453,5274109743
"291";2004-03-01;24415,8545691452;-1603,12238012382;-1603,12238012382;-1603,12238012382;-1603,12238012382;-1603,12238012382;-1603,12238012382;0;0;0;19799,6240090751;25909,205700015;22773,6142442817;26213,6894321442;22812,7321890214
"292";2004-04-01;24402,5506360391;-1642,17451655989;-1642,17451655989;-1642,17451655989;-1642,17451655989;-1642,17451655989;-1642,17451655989;0;0;0;19494,6079535;25844,6170139434;22729,0821524778;26226,1915276495;22760,3761194793
"293";2004-05-01;24389,6758620655;-1994,06530994564;-1994,06530994564;-1994,06530994564;-1994,06530994564;-1994,06530994564;-1994,06530994564;0;0;0;19213,4439736343;25700,634090247;22695,2011259136;26229,7075017469;22395,6105521199
"294";2004-06-01;24376,3719289594;-2478,77671377531;-2478,77671377531;-2478,77671377531;-2478,77671377531;-2478,77671377531;-2478,77671377531;0;0;0;18826,605743836;25032,4008821673;22658,1263196145;26238,6497929853;21897,5952151841
"295";2004-07-01;24363,4971549858;2683,67833985278;2683,67833985278;2683,67833985278;2683,67833985278;2683,67833985278;2683,67833985278;0;0;0;23781,0052490795;30279,5424302513;22623,7121754129;26253,0262525967;27047,1754948386
"296";2004-08-01;24350,1932218797;2746,4106448401;2746,4106448401;2746,4106448401;2746,4106448401;2746,4106448401;2746,4106448401;0;0;0;23901,058840825;30452,4362497835;22587,9755253805;26270,8103500533;27096,6038667198
"297";2004-09-01;24336,8892887737;-2240,20550432407;-2240,20550432407;-2240,20550432407;-2240,20550432407;-2240,20550432407;-2240,20550432407;0;0;0;19019,012178983;25387,7071501874;22550,5912529509;26287,8247116017;22096,6837844496
"298";2004-10-01;24324,0145148;514,833988664928;514,833988664928;514,833988664928;514,833988664928;514,833988664928;514,833988664928;0;0;0;21632,9042088252;28243,0965148913;22518,3382275386;26303,7769912239;24838,848503465
"299";2004-11-01;24310,710581694;5317,03694877026;5317,03694877026;5317,03694877026;5317,03694877026;5317,03694877026;5317,03694877026;0;0;0;26531,0808414482;32883,1802325484;22477,0102962473;26325,1180547503;29627,7475304642
"300";2004-12-01;24297,8358077203;9431,55752307362;9431,55752307362;9431,55752307362;9431,55752307362;9431,55752307362;9431,55752307362;0;0;0;30268,2001513927;36959,8330218439;22447,8796988632;26345,7706968726;33729,393330794
"301";2005-01-01;24284,5318746143;-8676,03738724615;-8676,03738724615;-8676,03738724615;-8676,03738724615;-8676,03738724615;-8676,03738724615;0;0;0;12372,9055559792;19103,0958794416;22430,2631861842;26365,8681462666;15608,4944873681
"302";2005-02-01;24271,2279415082;-5608,3463220502;-5608,3463220502;-5608,3463220502;-5608,3463220502;-5608,3463220502;-5608,3463220502;0;0;0;15514,3901932138;22081,868045898;22407,4526822063;26376,3552853207;18662,881619458
"303";2005-03-01;24259,2114857995;-2058,91353472882;-2058,91353472882;-2058,91353472882;-2058,91353472882;-2058,91353472882;-2058,91353472882;0;0;0;19048,2003541323;25523,8388736033;22376,9964231425;26386,709679916;22200,2979510707
"304";2005-04-01;24245,9075526934;-1506,1628970163;-1506,1628970163;-1506,1628970163;-1506,1628970163;-1506,1628970163;-1506,1628970163;0;0;0;19400,3405888864;26291,7493453295;22330,1589159408;26395,8242240704;22739,7446556771
"305";2005-05-01;24233,0327787198;-2101,49519072298;-2101,49519072298;-2101,49519072298;-2101,49519072298;-2101,49519072298;-2101,49519072298;0;0;0;18613,2663769;25796,6495755384;22275,9881865592;26413,8225521788;22131,5375879968
"306";2005-06-01;24219,7288456137;-2265,94574748937;-2265,94574748937;-2265,94574748937;-2265,94574748937;-2265,94574748937;-2265,94574748937;0;0;0;18570,9168428169;25382,5199615618;22246,7120164323;26441,020033043;21953,7830981243
"307";2005-07-01;24206,8540716401;2715,30114122248;2715,30114122248;2715,30114122248;2715,30114122248;2715,30114122248;2715,30114122248;0;0;0;23789,852559463;30391,1310720242;22216,9576335104;26440,5256135825;26922,1552128626
"308";2005-08-01;24193,550138534;2422,11891450392;2422,11891450392;2422,11891450392;2422,11891450392;2422,11891450392;2422,11891450392;0;0;0;23387,1312759012;30188,8627827187;22184,0132788878;26457,7281890416;26615,6690530379
"309";2005-09-01;24180,2462054279;-1775,66149311831;-1775,66149311831;-1775,66149311831;-1775,66149311831;-1775,66149311831;-1775,66149311831;0;0;0;18924,1193479834;26024,9297082061;22154,3140068327;26476,294913057;22404,5847123096
"310";2005-10-01;24167,3714314543;179,722357314352;179,722357314352;179,722357314352;179,722357314352;179,722357314352;179,722357314352;0;0;0;20719,2908586853;27880,6309837959;22116,2480554716;26485,8938485091;24347,0937887687
"311";2005-11-01;24154,0674983482;5090,23338875365;5090,23338875365;5090,23338875365;5090,23338875365;5090,23338875365;5090,23338875365;0;0;0;25856,2218153402;32718,967933328;22081,005157156;26497,0381754536;29244,3008871019
"312";2005-12-01;24141,1927243746;9682,27921885936;9682,27921885936;9682,27921885936;9682,27921885936;9682,27921885936;9682,27921885936;0;0;0;30546,7373650444;37601,2727095121;22038,6266094003;26518,8237976366;33823,471943234
"313";2006-01-01;24127,8887912685;-8534,33935235324;-8534,33935235324;-8534,33935235324;-8534,33935235324;-8534,33935235324;-8534,33935235324;0;0;0;12077,6010364946;19068,148999163;21996,803836761;26537,1925393701;15593,5494389153
"314";2006-02-01;24114,5848581624;-5390,03985960049;-5390,03985960049;-5390,03985960049;-5390,03985960049;-5390,03985960049;-5390,03985960049;0;0;0;15329,647643689;22402,1777248459;21971,3353745612;26554,5188304451;18724,544998562
"315";2006-03-01;24102,5684024537;-2516,09554993259;-2516,09554993259;-2516,09554993259;-2516,09554993259;-2516,09554993259;-2516,09554993259;0;0;0;17906,7347562288;25254,5624932958;21932,2855064102;26567,9200225374;21586,4728525211
"316";2006-04-01;24089,2644693477;-1365,36308454107;-1365,36308454107;-1365,36308454107;-1365,36308454107;-1365,36308454107;-1365,36308454107;0;0;0;19237,0939544061;26567,6915763242;21878,3006289499;26583,3206216074;22723,9013848066
"317";2006-05-01;24076,389695374;-2205,60001402946;-2205,60001402946;-2205,60001402946;-2205,60001402946;-2205,60001402946;-2205,60001402946;0;0;0;18461,8300097035;25376,9801080883;21850,6217008355;26600,2013836952;21870,7896813446
"318";2006-06-01;24063,085762268;-2050,69346864135;-2050,69346864135;-2050,69346864135;-2050,69346864135;-2050,69346864135;-2050,69346864135;0;0;0;18529,284140998;25577,8477251503;21822,9603685189;26618,2170989598;22012,3922936266
"319";2006-07-01;24050,2109882943;2739,92423088444;2739,92423088444;2739,92423088444;2739,92423088444;2739,92423088444;2739,92423088444;0;0;0;23483,8646543382;30408,2940631614;21782,69724213;26635,0791230238;26790,1352191788
"320";2006-08-01;24036,9070551883;2100,19673553636;2100,19673553636;2100,19673553636;2100,19673553636;2100,19673553636;2100,19673553636;0;0;0;22691,3053400275;29981,6910552613;21729,5170556885;26652,3948627809;26137,1037907246
"321";2006-09-01;24023,6031220822;-1310,72563678208;-1310,72563678208;-1310,72563678208;-1310,72563678208;-1310,72563678208;-1310,72563678208;0;0;0;19188,0394114474;26316,4914510813;21696,2235523968;26668,6341927284;22712,8774853001
"322";2006-10-01;24010,7283481086;-161,264731367248;-161,264731367248;-161,264731367248;-161,264731367248;-161,264731367248;-161,264731367248;0;0;0;20199,6430016166;27730,2559037953;21656,5897703723;26682,3775440028;23849,4636167413
"323";2006-11-01;23997,4244150025;4869,86151246493;4869,86151246493;4869,86151246493;4869,86151246493;4869,86151246493;4869,86151246493;0;0;0;25313,618543162;32794,1209781492;21615,7500716697;26702,2151659816;28867,2859274674
"324";2006-12-01;23984,5496410289;9934,7364241921;9934,7364241921;9934,7364241921;9934,7364241921;9934,7364241921;9934,7364241921;0;0;0;30442,4892985789;37853,7865943907;21583,34549038;26727,129151208;33919,286065221
"325";2007-01-01;23971,2457079228;-8389,43091284436;-8389,43091284436;-8389,43091284436;-8389,43091284436;-8389,43091284436;-8389,43091284436;0;0;0;11963,2102851493;19364,4956694484;21558,7025939484;26743,3755636137;15581,8147950784
"326";2007-02-01;23957,9417748167;-5178,76810308886;-5178,76810308886;-5178,76810308886;-5178,76810308886;-5178,76810308886;-5178,76810308886;0;0;0;15356,1560110145;23038,5926936149;21523,5869194816;26755,5762111878;18779,1736717278
"327";2007-03-01;23945,925319108;-2974,21524189054;-2974,21524189054;-2974,21524189054;-2974,21524189054;-2974,21524189054;-2974,21524189054;0;0;0;17366,3203709885;24706,2999380828;21493,9227501552;26766,8576177943;20971,7100772175
"328";2007-04-01;23932,6213860019;-1219,77745128152;-1219,77745128152;-1219,77745128152;-1219,77745128152;-1219,77745128152;-1219,77745128152;0;0;0;19228,2897341717;26739,759392135;21459,7080757301;26779,5829669609;22712,8439347204
"329";2007-05-01;23919,7466120283;-2306,35255436439;-2306,35255436439;-2306,35255436439;-2306,35255436439;-2306,35255436439;-2306,35255436439;0;0;0;17731,2365603591;25197,2302098843;21426,8724154085;26791,4635347185;21613,3940576639
"330";2007-06-01;23906,4426789222;-1833,29145107908;-1833,29145107908;-1833,29145107908;-1833,29145107908;-1833,29145107908;-1833,29145107908;0;0;0;18369,3289347976;26048,0530826029;21384,8030840448;26802,3270233634;22073,1512278431
"331";2007-07-01;23893,5679049486;2757,50853604866;2757,50853604866;2757,50853604866;2757,50853604866;2757,50853604866;2757,50853604866;0;0;0;23080,1046837305;30966,3854314373;21332,9589888973;26823,6617466837;26651,0764409973
"332";2007-08-01;23880,2639718425;1780,90515469899;1780,90515469899;1780,90515469899;1780,90515469899;1780,90515469899;1780,90515469899;0;0;0;22156,7160491406;29720,1601696157;21283,29967864;26846,7087311927;25661,1691265415
"333";2007-09-01;23866,9600387364;-845,742797227424;-845,742797227424;-845,742797227424;-845,742797227424;-845,742797227424;-845,742797227424;0;0;0;19503,1534776196;27003,4555084181;21236,4869695874;26869,702121108;23021,217241509
"334";2007-10-01;23854,0852647628;-507,820251762661;-507,820251762661;-507,820251762661;-507,820251762661;-507,820251762661;-507,820251762661;0;0;0;19531,6686028742;27249,2517360956;21195,7406126822;26900,2270935075;23346,2650130002
"335";2007-11-01;23840,7813316567;4656,14695227967;4656,14695227967;4656,14695227967;4656,14695227967;4656,14695227967;4656,14695227967;0;0;0;24803,5483096624;32442,6105872463;21179,9776022134;26923,5753024758;28496,9282839364
"336";2007-12-01;23827,9065576831;10188,7234584834;10188,7234584834;10188,7234584834;10188,7234584834;10188,7234584834;10188,7234584834;0;0;0;30508,0218484436;38080,7351373101;21165,3397964773;26940,3993575928;34016,6300161665
"337";2008-01-01;23814,602624577;-8241,51737536783;-8241,51737536783;-8241,51737536783;-8241,51737536783;-8241,51737536783;-8241,51737536783;0;0;0;11625,7792517444;19809,0513284315;21112,1053592821;26967,4567921965;15573,0852492092
"338";2008-02-01;23801,298691471;-4974,77277301156;-4974,77277301156;-4974,77277301156;-4974,77277301156;-4974,77277301156;-4974,77277301156;0;0;0;15147,2944169318;22853,5363843671;21048,3332259688;26983,9999099017;18826,5259184594
"339";2008-03-01;23788,8530766298;-1603,12238012258;-1603,12238012258;-1603,12238012258;-1603,12238012258;-1603,12238012258;-1603,12238012258;0;0;0;18497,8827884351;26265,3691981439;21011,1551494069;27001,4694641556;22185,7306965072
"340";2008-04-01;23775,5491435237;-1642,17451656021;-1642,17451656021;-1642,17451656021;-1642,17451656021;-1642,17451656021;-1642,17451656021;0;0;0;18324,3304931689;26090,67257308;20962,1436044941;27018,0814556196;22133,3746269635
"341";2008-05-01;23762,6743695501;-1994,06530994629;-1994,06530994629;-1994,06530994629;-1994,06530994629;-1994,06530994629;-1994,06530994629;0;0;0;17680,2439030317;25885,9288025626;20924,2708093854;27037,9064502093;21768,6090596038
"342";2008-06-01;23749,370436444;-2478,77671377429;-2478,77671377429;-2478,77671377429;-2478,77671377429;-2478,77671377429;-2478,77671377429;0;0;0;17335,0127827778;25369,1418156151;20896,478047205;27047,061133855;21270,5937226697
"343";2008-07-01;23736,4956624704;2683,67833985203;2683,67833985203;2683,67833985203;2683,67833985203;2683,67833985203;2683,67833985203;0;0;0;22530,34572784;30604,7271985794;20848,8131695777;27051,7222883249;26420,1740023224
"344";2008-08-01;23723,1917293643;2746,41064484062;2746,41064484062;2746,41064484062;2746,41064484062;2746,41064484062;2746,41064484062;0;0;0;22738,778751355;30676,7497946035;20824,4477112293;27073,5357058765;26469,6023742049
"345";2008-09-01;23709,8877962582;-2240,20550432355;-2240,20550432355;-2240,20550432355;-2240,20550432355;-2240,20550432355;-2240,20550432355;0;0;0;17469,1100562973;25666,1477941396;20777,0461858723;27091,4565815254;21469,6822919347
"346";2008-10-01;23697,0130222846;514,833988665375;514,833988665375;514,833988665375;514,833988665375;514,833988665375;514,833988665375;0;0;0;20319,7169306557;28366,3290716005;20748,6437699006;27108,4174325209;24211,84701095
"347";2008-11-01;23683,7090891786;5317,03694877051;5317,03694877051;5317,03694877051;5317,03694877051;5317,03694877051;5317,03694877051;0;0;0;25287,5669028544;33129,4397508275;20716,2786422087;27119,2101084746;29000,7460379491
"348";2008-12-01;23670,8343152049;9431,55752307438;9431,55752307438;9431,55752307438;9431,55752307438;9431,55752307438;9431,55752307438;0;0;0;29132,9583864708;37465,6533674944;20684,7088477713;27134,5080308973;33102,3918382793
"349";2009-01-01;23657,5303820989;-8676,03738724886;-8676,03738724886;-8676,03738724886;-8676,03738724886;-8676,03738724886;-8676,03738724886;0;0;0;11102,4306454412;19481,9463899232;20638,4520400407;27155,3150257261;14981,49299485
"350";2009-02-01;23644,2264489928;-5608,3463220475;-5608,3463220475;-5608,3463220475;-5608,3463220475;-5608,3463220475;-5608,3463220475;0;0;0;13874,5170049307;22645,2381271178;20589,2987399629;27183,765770279;18035,8801269453
"351";2009-03-01;23632,2099932841;-2058,91353472796;-2058,91353472796;-2058,91353472796;-2058,91353472796;-2058,91353472796;-2058,91353472796;0;0;0;17401,928527456;25831,9305763989;20548,4290842422;27217,5846119251;21573,2964585561
"352";2009-04-01;23618,906060178;-1506,16289701667;-1506,16289701667;-1506,16289701667;-1506,16289701667;-1506,16289701667;-1506,16289701667;0;0;0;18107,1349561403;26707,3904957657;20507,700590912;27246,5659185854;22112,7431631613
"353";2009-05-01;23606,0312862044;-2101,49519072241;-2101,49519072241;-2101,49519072241;-2101,49519072241;-2101,49519072241;-2101,49519072241;0;0;0;17261,169662374;25847,8606464553;20467,5781929457;27261,233318447;21504,536095482
"354";2009-06-01;23592,7273530983;-2265,94574748936;-2265,94574748936;-2265,94574748936;-2265,94574748936;-2265,94574748936;-2265,94574748936;0;0;0;16994,6028912776;25882,9923191955;20426,6555976456;27275,8539229098;21326,7816056089
"355";2009-07-01;23579,8525791247;2715,30114121952;2715,30114121952;2715,30114121952;2715,30114121952;2715,30114121952;2715,30114121952;0;0;0;22101,3747428639;30811,7130340057;20385,1486269879;27289,6426717196;26295,1537203442
"356";2009-08-01;23566,5486460186;2422,1189145034;2422,1189145034;2422,1189145034;2422,1189145034;2422,1189145034;2422,1189145034;0;0;0;21839,3605354718;30572,5175998734;20347,7839780443;27323,1885816937;25988,667560522
"357";2009-09-01;23553,2447129125;-1775,66149311781;-1775,66149311781;-1775,66149311781;-1775,66149311781;-1775,66149311781;-1775,66149311781;0;0;0;17756,9201189974;26699,5630386563;20313,425479807;27358,7875272165;21777,5832197947
"358";2009-10-01;23540,3699389389;179,722357314756;179,722357314756;179,722357314756;179,722357314756;179,722357314756;179,722357314756;0;0;0;19454,0720519211;28180,4780402753;20286,5503322931;27366,4573455846;23720,0922962536
"359";2009-11-01;23527,0660058328;5090,23338875272;5090,23338875272;5090,23338875272;5090,23338875272;5090,23338875272;5090,23338875272;0;0;0;24478,8986026693;33208,6914744176;20253,932245285;27383,1163849548;28617,2993945855
"360";2009-12-01;23514,1912318592;9682,27921885952;9682,27921885952;9682,27921885952;9682,27921885952;9682,27921885952;9682,27921885952;0;0;0;29195,3010122109;37764,5194161837;20210,6470935377;27401,5829602056;33196,4704507187
"361";2010-01-01;23500,8872987531;-8534,33935235391;-8534,33935235391;-8534,33935235391;-8534,33935235391;-8534,33935235391;-8534,33935235391;0;0;0;10463,0893072489;19501,2562098097;20165,7019050937;27432,3231863821;14966,5479463992
"362";2010-02-01;23487,583365647;-5390,03985959791;-5390,03985959791;-5390,03985959791;-5390,03985959791;-5390,03985959791;-5390,03985959791;0;0;0;13899,8003612022;23142,8845708337;20119,1616718344;27443,5586186937;18097,5435060491
